cluster_id,concept,count
163,prospective cohort study,1
163,emergency medicine,1
163,internal medicine,1
164,vocabulary,1
164,language acquisition,1
164,context (archaeology),1
164,computer science,1
164,perception,1
164,virtual reality,1
164,vocabulary learning,1
164,vocabulary development,1
164,mathematics education,1
164,teaching method,1
165,multiculturalism,1
165,active listening,1
165,perception,1
165,english language,1
165,psychology,1
165,identity (music),1
165,linguistics,1
165,pedagogy,1
165,mathematics education,1
165,philosophy,1
166,repetition (rhetorical device),1
166,perception,1
166,computer science,1
166,word (group theory),1
166,multimedia,1
166,natural language processing,1
166,psychology,1
166,linguistics,1
166,philosophy,1
166,neurosciencerepetition (rhetorical device),1
167,cornerstone,1
167,affect (linguistics),1
167,mathematics education,1
167,perception,1
167,psychology,1
167,pedagogy,1
167,medical education,1
167,medicine,1
167,geography,1
167,communication,1
168,disruptive innovation,2
168,connotation,2
168,emerging technologies,2
168,disruptive technology,1
168,internet of things,1
168,data science,1
168,business,1
168,knowledge management,1
168,computer science,1
168,engineering,1
169,context (archaeology),1
169,task (project management),1
169,affect (linguistics),1
169,psychology,1
169,higher education,1
169,mathematics education,1
169,structural equation modeling,1
169,marketing,1
169,computer science,1
169,political science,1
170,course (navigation),1
170,mathematics education,1
170,critical thinking,1
170,english language,1
170,psychology,1
170,pedagogy,1
170,computer science,1
170,linguistics,1
170,engineering,1
170,philosophy,1
171,injustice,2
171,heat wave,2
171,resilience (materials science),2
171,psychology,2
171,economics,2
171,resizing,2
171,affect (linguistics),1
171,period (music),1
171,demographic economics,1
171,socioeconomics,1
172,qualitative research,1
172,transferability,1
172,narrative,1
172,computer science,1
172,variety (cybernetics),1
172,quality (philosophy),1
172,data science,1
172,engineering ethics,1
172,management science,1
172,sociology,1
173,thematic analysis,2
173,urdu,2
173,pandemic,2
173,social stigma,1
173,stigma (botany),1
173,medicine,1
173,socioeconomic status,1
173,qualitative research,1
173,family medicine,1
173,coronavirus disease 2019 (covid-19),1
174,reflexivity,2
174,intersubjectivity,2
174,autoethnography,1
174,narrative,1
174,epistemology,1
174,subjectivity,1
174,power (physics),1
174,sociology,1
174,psychology,1
174,qualitative research,1
175,readability,1
175,usability,1
175,health informatics,1
175,nursing research,1
175,health administration,1
175,medicine,1
175,public health,1
175,perception,1
175,quality of life research,1
175,nursing,1
176,thriving,2
176,realm,2
176,vietnamese,2
176,coffee shop,1
176,marketing,1
176,business,1
176,context (archaeology),1
176,product (mathematics),1
176,quality (philosophy),1
176,variety (cybernetics),1
177,influencer marketing,1
177,credibility,1
177,affect (linguistics),1
177,psychology,1
177,purchasing,1
177,social media,1
177,marketing,1
177,social psychology,1
177,business,1
177,political science,1
178,project governance,2
178,multi-level governance,2
178,exploratory research,2
178,sensemaking,1
178,accountability,1
178,corporate governance,1
178,legitimacy,1
178,perspective (graphical),1
178,government (linguistics),1
178,public administration,1
179,megaproject,2
179,value (mathematics),2
179,relational theory,2
179,relational view,2
179,reciprocal,1
179,knowledge management,1
179,stakeholder,1
179,relational model,1
179,business,1
179,relational database,1
180,prosperity,2
180,sustainability,1
180,business,1
180,sustainable development,1
180,environmental planning,1
180,sustainable city,1
180,urban planning,1
180,context (archaeology),1
180,government (linguistics),1
180,environmental resource management,1
181,artificial intelligence,1
181,primer (cosmetics),1
181,generative grammar,1
181,computer science,1
181,machine learning,1
181,mathematics education,1
181,natural language processing,1
181,psychology,1
181,chemistry,1
181,organic chemistryprimer (cosmetics),1
182,computer science,1
182,internet privacy,1
182,comprehension,1
182,computer security,1
182,code (set theory),1
182,source code,1
182,intervention (counseling),1
182,information privacy,1
182,personally identifiable information,1
182,internet of things,1
183,internet privacy,1
183,internet of things,1
183,computer security,1
183,perception,1
183,computer science,1
183,affect (linguistics),1
183,scalability,1
183,psychology,1
183,neuroscience,1
183,communication,1
184,field (mathematics),1
184,computer science,1
184,chinese language,1
184,mathematics education,1
184,psychology,1
184,linguistics,1
184,mathematics,1
184,philosophy,1
184,pure mathematicschinese language,1
185,video game,2
185,computer science,1
185,multimedia,1
185,mathematics education,1
185,game based learning,1
185,natural language processing,1
185,human–computer interaction,1
185,artificial intelligence,1
185,psychologygame-based learning,1
186,watson,2
186,sustainability science,2
186,sustainability,1
186,corporate sustainability,1
186,strategic management,1
186,management science,1
186,business,1
186,action (physics),1
186,knowledge management,1
186,sustainability organizations,1
187,enterprise system,2
187,implementation,2
187,enterprise resource planning,1
187,process management,1
187,sustainability,1
187,knowledge management,1
187,process (computing),1
187,business,1
187,conceptual framework,1
187,sustainable development,1
188,mediation,1
188,business,1
188,organizational culture,1
188,corporate governance,1
188,structural equation modeling,1
188,job performance,1
188,affect (linguistics),1
188,knowledge management,1
188,marketing,1
188,public relations,1
189,sustainability,2
189,conceptual framework,2
189,engineering ethics,2
189,political science,2
189,thematic analysis,2
189,empirical research,2
189,sociology,2
189,engineering,2
189,ecology,2
189,philosophy,2
190,contingency theory,2
190,audit,1
190,big data,1
190,contingency,1
190,business,1
190,accounting,1
190,external auditor,1
190,knowledge management,1
190,public relations,1
190,internal audit,1
191,big four,2
191,big data,1
191,accounting,1
191,audit,1
191,convergence (economics),1
191,accounting research,1
191,premise,1
191,computer science,1
191,data science,1
191,business,1
192,narrative,1
192,accounting,1
192,discretion,1
192,order (exchange),1
192,state (computer science),1
192,public relations,1
192,quality (philosophy),1
192,relation (database),1
192,narrative inquiry,1
192,political science,1
193,bachelor,2
193,romanian,1
193,accounting,1
193,digital transformation,1
193,curriculum,1
193,sustainability,1
193,transformation (genetics),1
193,business,1
193,accounting information system,1
193,field (mathematics),1
194,marketing buzz,2
194,value (mathematics),2
194,competitor analysis,2
194,mindset,2
194,originality,1
194,identity (music),1
194,craft,1
194,public relations,1
194,construct (python library),1
194,ambiguity,1
195,accounting,1
195,romanian,1
195,accounting information system,1
195,business,1
195,accounting standard,1
195,financial accounting,1
195,linguistics,1
195,philosophyromanian,1
196,industry 4.0,2
196,triple bottom line,1
196,sustainability,1
196,business,1
196,respondent,1
196,government (linguistics),1
196,supply chain,1
196,structural equation modeling,1
196,environmental economics,1
196,sustainable development,1
197,conceptual framework,2
197,dynamic capabilities,1
197,digital transformation,1
197,originality,1
197,knowledge management,1
197,conceptualization,1
197,computer science,1
197,premise,1
197,context (archaeology),1
197,transformation (genetics),1
198,thematic analysis,2
198,thematic map,2
198,scopus,1
198,economic shortage,1
198,systematic review,1
198,narrative,1
198,inclusion (mineral),1
198,computer science,1
198,data science,1
198,knowledge management,1
199,supply chain,1
199,business,1
199,industrial organization,1
199,contingency,1
199,supply chain management,1
199,resource (disambiguation),1
199,population,1
199,marketing,1
199,process management,1
199,computer science,1
200,neutrality,2
200,carbon neutrality,1
200,business,1
200,sustainability,1
200,environmental economics,1
200,industrial organization,1
200,government (linguistics),1
200,context (archaeology),1
200,marketing,1
200,economics,1
201,artificial intelligence,1
201,computer science,1
201,convolutional neural network,1
201,glaucoma,1
201,pattern recognition (psychology),1
201,classifier (uml),1
201,majority rule,1
201,deep learning,1
201,machine learning,1
201,medicine,1
202,business intelligence,2
202,big data,1
202,sustainability,1
202,business analytics,1
202,analytics,1
202,supply chain,1
202,process management,1
202,business,1
202,context (archaeology),1
202,government (linguistics),1
203,moderated mediation,2
203,dynamic capabilities,2
203,ambidexterity,1
203,mediation,1
203,knowledge management,1
203,flexibility (engineering),1
203,business,1
203,organizational performance,1
203,big data,1
203,affect (linguistics),1
204,delphi method,2
204,enabling,1
204,context (archaeology),1
204,coronavirus disease 2019 (covid-19),1
204,supply chain,1
204,computer science,1
204,process (computing),1
204,artificial intelligence,1
204,perspective (graphical),1
204,government (linguistics),1
205,open innovation,2
205,coopetition,1
205,originality,1
205,business,1
205,emerging markets,1
205,industrial organization,1
205,competition (biology),1
205,marketing,1
205,affect (linguistics),1
205,globalization,1
206,product innovation,2
206,incentive,1
206,business,1
206,green innovation,1
206,industrial organization,1
206,competitive advantage,1
206,government (linguistics),1
206,digital transformation,1
206,constraint (computer-aided design),1
206,product (mathematics),1
207,coevolution,1
207,interdependence,1
207,ecosystem,1
207,metaphor,1
207,knowledge management,1
207,ecology,1
207,computer science,1
207,sociology,1
207,biology,1
207,social science,1
208,sociology of education,2
208,meritocracy,2
208,neoliberalism (international relations),2
208,sociology,1
208,social mobility,1
208,gender studies,1
208,narrative,1
208,higher education,1
208,hegemony,1
208,storytelling,1
209,optimism,1
209,hardiness (plants),1
209,psychology,1
